TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,01XX,84,3,1220,36311,240,884,1,X,12,2024
1,01XX,84,3,1220,47243,276,1152,2,X,12,2024
1,01XX,85,3,1220,93016,294,1094,1,X,12,2024
1,01XX,85,3,1220,92975,2256,1702,2,X,12,2024
1,01XX,85,3,2010,4890,1,0,1,0,12,2024
1,01XX,88,3,1220,14133,6,126,1,X,12,2024
1,01XX,90,3,1220,65517,94,568,1,X,12,2024
1,01XX,90,3,1220,3323,5,126,2,X,12,2024
1,01XX,94,3,1220,38090,657,1235,1,X,12,2024
1,01XX,94,3,1220,5322,884,206,2,X,12,2024
1,01XX,95,3,1220,4093,103,150,1,X,12,2024
1,01XX,96,3,1220,4254,85,151,1,X,12,2024
1,0201,88,5,1220,18039,0,126,1,X,12,2024
1,0203,23,5,1220,155317,0,19367,1,X,12,2024
1,0203,25,6,1220,12194,0,174,1,X,12,2024
1,0203,32,5,1220,92695,0,4419,1,X,12,2024
1,0203,33,5,1220,3671,0,109,1,X,12,2024
1,0203,44,5,1220,35337,0,377,1,X,12,2024
1,0203,84,5,1220,15714,0,545,1,X,12,2024
1,0206,08,5,1220,57321,0,3158,1,X,12,2024
1,0206,12,5,1220,4644,0,597,1,X,12,2024
1,0206,17,5,1220,18295,0,3158,2,X,12,2024
1,0206,19,5,1220,21550,0,3158,1,X,12,2024
1,0206,20,5,1220,12272,0,1041,1,X,12,2024
1,0206,21,5,1220,15945,0,1284,1,X,12,2024
1,0206,24,5,1220,9489,0,235,1,X,12,2024
1,0206,28,5,1220,10218,0,1528,1,X,12,2024
1,0206,29,5,1220,22146,0,2452,1,X,12,2024
1,0206,32,5,1220,13091,0,768,1,X,12,2024
1,0206,32,5,1220,10694,0,589,2,X,12,2024
1,0206,36,5,1220,11471,0,928,1,X,12,2024
1,0206,38,5,1220,46940,0,3846,1,X,12,2024
1,0206,39,5,1220,363162,0,14748,1,X,12,2024
1,0206,39,5,1220,3713,0,87,2,X,12,2024
1,0206,40,5,1220,2625,0,33,1,X,12,2024
1,0206,44,5,1220,430027,0,12260,1,X,12,2024
1,0206,48,5,1220,218493,0,10477,1,X,12,2024
1,0206,59,5,1220,7288,0,807,1,X,12,2024
1,0206,63,5,1220,6853,0,639,2,X,12,2024
1,0206,68,5,1220,34669,0,4902,1,X,12,2024
1,0206,70,5,1220,14276,0,629,1,X,12,2024
1,0206,70,5,1220,3305,0,210,2,X,12,2024
1,0206,72,5,1220,34041,0,3158,1,X,12,2024
1,0206,73,5,1220,11119,0,850,1,X,12,2024
1,0206,73,5,1220,40520,0,535,2,X,12,2024
1,0206,76,5,1220,63367,0,6629,1,X,12,2024
1,0206,82,5,1220,8071,0,134,1,X,12,2024
1,0206,82,5,1220,57823,0,1512,2,X,12,2024
1,0206,83,5,1220,4034,0,193,1,X,12,2024
1,0206,84,5,1220,528494,0,14373,1,X,12,2024
1,0206,84,5,1220,328952,0,9582,2,X,12,2024
1,0206,85,5,1220,245068,0,3646,1,X,12,2024
1,0206,85,5,1220,617584,0,5420,2,X,12,2024
1,0206,86,5,1220,4861,0,607,1,X,12,2024
1,0206,87,5,1220,16389,0,696,1,X,12,2024
1,0206,87,5,1220,56126,0,2493,2,X,12,2024
