TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,0115,85,5,1220,1781419,0,50633,2,X,01,2025
1,0115,86,5,1220,42440,0,633,1,X,01,2025
1,0115,86,5,1220,3137,0,27,2,X,01,2025
1,0115,87,5,1220,4635272,0,75482,1,X,01,2025
1,0115,87,5,1220,839919,0,16846,2,X,01,2025
1,0115,87,8,1220,45765,0,769,2,X,01,2025
1,0115,88,5,1220,281892,0,3770,1,X,01,2025
1,0115,88,5,1220,98108,0,1398,2,X,01,2025
1,0115,89,5,1220,184692,0,2586,1,X,01,2025
1,0115,89,5,1220,2866,0,56,2,X,01,2025
1,0115,90,5,1220,1201114,0,16174,1,X,01,2025
1,0115,90,5,1220,962498,0,11886,2,X,01,2025
1,0115,91,5,1220,9506,0,94,1,X,01,2025
1,0115,92,5,1220,3745,0,371,2,X,01,2025
1,0115,94,5,1220,466186,0,16008,1,X,01,2025
1,0115,94,5,1220,242542,0,9922,2,X,01,2025
1,0115,95,5,1220,150204,0,4644,1,X,01,2025
1,0115,95,5,1220,41438,0,1161,2,X,01,2025
1,0115,95,8,1220,4460,0,163,1,X,01,2025
1,0115,96,5,1220,34923,0,1169,1,X,01,2025
1,0115,96,5,1220,26233,0,802,2,X,01,2025
1,0115,98,5,1220,247972,0,394,1,X,01,2025
1,0121,84,5,1220,35352,0,51,2,X,01,2025
1,0121,88,5,1220,291541,0,433,1,X,01,2025
1,0121,88,5,1220,86626,0,125,2,X,01,2025
1,0121,90,5,1220,33605,0,42,2,X,01,2025
1,0127,12,5,1220,9928,0,373,1,X,01,2025
1,0127,20,5,1220,917203,0,17934,1,X,01,2025
1,0127,27,5,1220,79654,0,4739,1,X,01,2025
1,0127,31,5,1220,37040,0,1655,1,X,01,2025
1,0127,38,5,1220,19730,0,487,1,X,01,2025
1,0127,39,5,1220,133105,0,8993,1,X,01,2025
1,0127,44,5,1220,21014,0,2657,2,X,01,2025
1,0127,48,5,1220,40389,0,3752,1,X,01,2025
1,0127,49,5,1220,2907,0,98,1,X,01,2025
1,0127,84,5,1220,48275,0,1288,1,X,01,2025
1,0127,84,5,1220,2702,0,53,2,X,01,2025
1,0127,85,5,1220,19971,0,391,1,X,01,2025
1,0127,88,5,1220,114732,0,1737,1,X,01,2025
1,01XX,03,1,1220,1978689,213479,28715,1,X,01,2025
1,01XX,27,1,1220,22964464,55290000,6253,1,X,01,2025
1,01XX,27,1,1220,12765152,109476670,6254,2,X,01,2025
1,01XX,28,3,1220,9697,21,375,1,X,01,2025
1,01XX,29,3,1220,27026,14084,125,1,X,01,2025
1,01XX,29,3,1220,14927,5,136,2,X,01,2025
1,01XX,38,3,1220,83734,221,543,1,X,01,2025
1,01XX,39,3,1220,26950,1737,449,1,X,01,2025
1,01XX,39,3,1220,10254,161,32,2,X,01,2025
1,01XX,39,3,2010,3036,17,0,1,0,01,2025
1,01XX,40,3,1220,3641,5,46,1,X,01,2025
1,01XX,40,3,1220,3041,1,389,2,X,01,2025
1,01XX,58,5,2010,3767,0,0,2,0,01,2025
1,01XX,71,3,1220,66656,2,232,1,X,01,2025
1,01XX,71,3,1220,226225,13,3391,2,X,01,2025
1,01XX,73,1,1220,57524,2821,886,2,X,01,2025
1,01XX,73,3,1220,20561,664,64,1,X,01,2025
1,01XX,73,3,1220,13494,119,204,2,X,01,2025
1,01XX,81,3,1220,16061,2,125,1,X,01,2025
1,01XX,84,3,1220,32626,274,887,1,X,01,2025
1,01XX,84,3,1220,117102,1733,1121,2,X,01,2025
1,01XX,85,3,1220,42005,116,1046,1,X,01,2025
1,01XX,85,3,1220,52299,286,1204,2,X,01,2025
1,01XX,87,3,1220,9105,204,152,1,X,01,2025
1,01XX,88,3,1220,620645,886,552,1,X,01,2025
1,01XX,90,3,1220,66925,113,722,1,X,01,2025
1,01XX,90,3,1220,16142,85,117,2,X,01,2025
1,01XX,94,3,1220,19247,2925,746,2,X,01,2025
1,01XX,96,3,1220,2698,160,224,2,X,01,2025
1,0201,48,5,1220,4283,0,84,1,X,01,2025
1,0203,20,6,1220,80517,0,1577,1,X,01,2025
1,0203,23,5,1220,197658,0,24352,1,X,01,2025
1,0203,32,5,1220,60780,0,2904,1,X,01,2025
1,0203,44,5,1220,77252,0,864,1,X,01,2025
1,0203,76,5,1220,10690,0,467,1,X,01,2025
1,0203,84,5,1220,3139,0,134,1,X,01,2025
1,0203,85,5,1220,2883,0,63,2,X,01,2025
1,0203,86,5,1220,2737,0,59,1,X,01,2025
1,0206,08,5,1220,99305,0,6254,1,X,01,2025
1,0206,17,5,1220,3941,0,746,1,X,01,2025
1,0206,19,5,1220,85926,0,9381,1,X,01,2025
1,0206,20,5,1220,9535,0,459,2,X,01,2025
1,0206,23,5,1220,142877,0,1855,1,X,01,2025
1,0206,25,5,1220,29305,0,2762,1,X,01,2025
1,0206,28,5,1220,195469,0,3118,1,X,01,2025
